Question,Title,Bodys,Intent_Classific
政府采购项目中，财政部门处理投诉事项时，所需时间是否计入投诉处理期限内？,中华人民共和国政府采购法实施条例,政府采购项目，财政部门，投诉事项，时间，投诉处理期限,政策文件信息
供应商在提交最后报价前退出谈判，其保证金如何处理？,政府采购非招标采购方式管理办法,供应商，最后报价，退出谈判，保证金,政策文件信息
哪些公共资源交易事项需要列入交易目录？,上海市公共资源交易管理办法,公共资源交易事项，交易目录,政策文件信息
谈判文件中必须包含哪些主要内容？,政府采购非招标采购方式管理办法,谈判文件，主要内容,政策文件信息
评审专家在政府采购项目中若出现严重违规行为，会受到哪些处罚？,政府采购非招标采购方式管理办法,评审专家，严重违规行为，处罚,政策文件信息
政府购买服务合同中必须包含哪些关键条款？,政府购买服务管理办法,政府购买服务合同，关键条款,政策文件信息
拍卖保留价是如何确定的，并且需要通知哪些人？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,拍卖保留价，通知,政策文件信息
在什么情况下，采购人可以要求投标人提供样品？,政府采购货物和服务招标投标管理办法,采购人，投标人，样品,政策文件信息
在政府采购过程中，采购人和采购代理机构应通过哪些渠道查询供应商的信用记录？,财政部关于在政府采购活动中查询及使用信用记录有关问题的通知,采购人，采购代理机构，信用记录,政策文件信息
哪些政府采购信息需要由采购人或者其委托的采购代理机构负责公开？,财政部关于做好政府采购信息公开工作的通知,政府采购信息，采购人，采购代理机构，公开,政策文件信息
在招投标活动中，哪些文件需要按照《中华人民共和国电子签名法》进行电子签名和存档？,电子招标投标办法,《中华人民共和国电子签名法》，文件，电子签名和存档,政策文件信息
采购需求应当包含哪些具体内容？,政府采购货物和服务招标投标管理办法,采购需求，具体内容,政策文件信息
在工作底稿中，工作记录和附件的具体作用是什么？,【产权交易】企业增资业务受托机构工作指引（试行）,工作底稿，工作记录，附件，具体作用,政策文件信息
出让国有土地上房地产转让时，出让合同中的权利和义务如何处理？,上海市房地产转让办法,出让国有土地上房地产转让，出让合同，权利和义务,政策文件信息
会员合并后新设立的法人如何承继会员资格？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,会员合并，新设立的法人，承继会员资格,政策文件信息
在会员代表空缺期间，由谁代行会员代表职责？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,会员代表，空缺期间，代行会员代表职责,政策文件信息
谁负责推动建立本地区统一的电子招标投标公共服务平台？,电子招标投标办法,谁，负责，推动，建立，本地区，统一，电子招标投标公共服务平台,政策文件信息
行政事业单位所属企业是否需要向国家上交国有资本经营收益？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,行政事业单位所属企业，国有资本经营收益,政策文件信息
上海市公共资源交易平台的运行和维护由哪个机构负责？,上海市公共资源交易管理办法,上海市公共资源交易平台，运行和维护，机构,政策文件信息
投资者在区域性股权市场买卖证券时，需要向哪个机构申请开立证券账户？,区域性股权市场监督管理试行办法,投资者，区域性股权市场，买卖证券，机构，申请开立证券账户,政策文件信息
在电子招标投标活动中，是否允许伪造、篡改或损毁相关信息？,电子招标投标办法,电子招标投标活动，伪造，篡改，损毁，相关信息,政策文件信息
上海市交易中心在隔夜评标过程中需要安排值班人员吗？,【综合采购】上海市公共资源交易中心隔夜评标操作指引,上海市交易中心，隔夜评标，值班人员,政策文件信息
企业国有资产交易需要遵循哪些基本原则和规定？,企业国有资产交易监督管理办法,企业国有资产交易，基本原则和规定,政策文件信息
在什么情况下，采购人可以从原供应商处添购原有采购项目而不需要重新审核？,财政部关于印发《政府采购进口产品管理办法》的通知,采购人，添购，原有采购项目，重新审核,政策文件信息
如果一个项目的勘察、设计和施工分别估算价为150万元、150万元和200万元，是否需要招标？,必须招标的工程项目规定,勘察，设计，施工，估算价，招标,政策文件信息
受托机构在调查增资人业务情况时，可以采取哪些具体方法？,【产权交易】企业增资业务受托机构工作指引（试行）,受托机构，调查增资人业务情况，具体方法,政策文件信息
拟采用单一来源采购方式的项目，在报财政部门批准前需要公示哪些内容？,政府采购非招标采购方式管理办法,拟采用单一来源采购方式，报财政部门批准，公示内容,政策文件信息
在政府采购监督检查和投诉处理中，中小企业认定由哪个部门负责？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,中小企业认定，部门,政策文件信息
上海市公共资源交易中心多久更新一次评标专家的信用记分？,【综合采购】上海市公共资源交易中心评标（评审）专家信用记分评估标准（试行）,上海市公共资源交易中心，评标专家，信用记分,政策文件信息
