Question,True_Title,Recalling,Recall_Weight
在政府采购投诉过程中，如果投诉人想撤回投诉，财政部门应该如何处理？,政府采购质疑和投诉办法,1,1
工程完工后，竣工结算的具体流程是怎样的？,建筑工程施工发包与承包计价管理办法,1,1
上海市公共资源拍卖管理办法的制定目的是什么？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,1,1
采购人在收到评审报告后，如果在规定时间内未确定成交供应商，会如何处理？,政府采购非招标采购方式管理办法,1,2
委托人能否自行确定拍卖标的的保留价，并要求拍卖人保密？,中华人民共和国拍卖法,1,1
在哪些情况下，转让方可以不披露上市公司股份协议转让信息？,金融企业国有资产转让管理办法,1,1
在哪些情况下，会员需要更换会员代表或联络员并书面报告交易所？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
施工直接发包和合同备案手续应该向哪个部门提交？,上海市城乡建设和交通委员会关于印发《可直接发包产业项目的直接发包手续与建设工程合同备案手续合并办理的办事指南》的通知,1,1
行政监督部门在处理招投标投诉时，有哪些权力？,工程建设项目招标投标活动投诉处理办法,1,1
政府采购中，如何确定一个企业是否符合中小企业标准？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,1,1
物业管理公司从业人员250人，营业收入800万元，在政府采购项目中属于什么规模的企业？,工业和信息化部、国家统计局、国家发展和改革委员会、财政部关于印发中小企业划型标准规定的通知,1,1
企业在进行重大资产转让时，是否需要按照企业国有资产交易的相关规定进行？,企业国有资产交易监督管理办法,1,1
证券发行人和挂牌公司在信息披露过程中，需要遵循哪些基本原则？,区域性股权市场监督管理试行办法,1,1
哪些子企业的增资行为需要由国家出资企业报同级国资监管机构批准？,企业国有资产交易监督管理办法,1,1
在什么情况下，联交所会撤销已出具的产权交易凭证？,【产权交易】上海联合产权交易所有限公司企业国有产权转让出具交易凭证操作细则（沪联产交〔2018〕45号）,1,1
采购人在政务信息系统采购活动中，是否必须指派代表参与评标委员会或竞争性磋商小组？,财政部关于印发《政务信息系统政府采购管理暂行办法》的通知,1,1
在进行增资人内部情况分析时，需要重点关注哪些方面以评估其未来发展的核心竞争力？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
如果项目中止或终结导致相关方损失，责任由谁承担？,【产权交易】上海联合产权交易所有限公司交易中止和终结操作细则（沪联产交〔2018〕50号）,1,1
房地产转让合同签订后，转让人能否与第三方再签订同一房产的转让合同？,上海市房地产转让办法,1,1
组成专家组的条件有哪些？采购人代表能否参与专家组？,财政部关于印发《政府采购进口产品管理办法》的通知,0,
在进行上市公司股份直接协议转让时，转让方需要履行哪些内部决策程序？,金融企业国有资产转让管理办法,1,1
《上海市房地产转让办法》适用于哪些区域的房地产转让？,上海市房地产转让办法,1,1
在什么情况下，采购人可以采用竞争性谈判或单一来源采购方式？,政府采购非招标采购方式管理办法,1,3
工程项目货物招标时，在哪些情况下，采用邀请招标方式？,工程建设项目货物招标投标办法,1,2
地方金融监管部门在进行现场检查时，可以采取哪些具体措施？,区域性股权市场监督管理试行办法,1,1
为什么要进一步规范和加强行政事业单位资产管理？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,1
在评估增资人的技术优势和研发能力时，需要关注哪些具体方面？,【产权交易】企业增资业务受托机构工作指引（试行）,1,1
投标文件未按规定加密，交易平台会如何处理？,电子招标投标办法,1,1
交易主体在签订合同后需要通过交易平台进行哪些操作？,上海市公共资源交易管理办法,1,1
招标人是否可以收取招标文件的工本费和设计文件的押金？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,1
采购人在签订合同时，能否向成交供应商提出超出磋商文件的要求？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
评估结果为不佳的发起方在上海市交易中心会被如何标注？,【综合采购】上海市公共资源交易中心发起方信用记分评估标准（试行）,1,1
政府采购中的服务范围具体包括哪些内容？,中华人民共和国政府采购法实施条例,1,5
国家出资企业的管理者如何进行业绩考核？,中华人民共和国企业国有资产法,1,1
上海市建筑市场信用信息的监督管理和综合协调由哪个部门负责？,上海市住房城乡建设管理委、上海市水务局、上海市绿化市容局关于印发《上海市建筑市场信用信息管理办法》的通知,1,1
市发展改革部门和行业主管部门在公共资源交易领域的信用监管中具体承担哪些职责？,上海市公共资源交易管理办法,1,1
《【碳排放权】上海环境能源交易所碳排放交易机构投资者适当性制度实施办法（试行）》依据哪些法律法规指定？,【碳排放权】上海环境能源交易所碳排放交易机构投资者适当性制度实施办法（试行）,1,1
国有独资公司进行重大资产处置时，是否需要经过国有资产监督管理机构的批准？,企业国有资产监督管理暂行条例,1,1
大型居住社区建设项目的审批流程有哪些优化措施？,上海市城乡建设和交通委员会关于印发《关于加强本市大型居住社区工程建设服务和管理工作的若干意见》的通知,1,1
如果投标人计划在中标后分包部分工作，是否需要在投标文件中明确说明？,政府采购货物和服务招标投标管理办法,0,
如果磋商文件无法详细列明技术和服务要求，磋商结束后如何确定提交最后报价的供应商？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
在区域性股权市场发行证券时，对投资者和持有人数量有何要求？,区域性股权市场监督管理试行办法,1,1
行政监督部门和监察机关在电子招标投标活动中有什么限制？,电子招标投标办法,1,1
增资信息预公告和正式公告的发布期限分别是多少？,【产权交易】企业增资业务规则（试行）,1,1
水运工程建设项目在什么情况下可以开始勘察、设计招标？,水运工程建设项目招标投标管理办法,1,1
政府采购进口产品审核中的专家组如何组成？,财政部关于印发《政府采购进口产品管理办法》的通知,1,1
如何确保政府采购信息的公开透明？,财政部关于做好政府采购信息公开工作的通知,1,1
如果供应商对招投标过程中的行政处罚不服，可以采取哪些法律途径？,上海市房地产转让办法,0,
交易市场出现异常情况时，交易所可以采取哪些紧急措施？,上海市碳排放管理试行办法,1,5
